Time(secs)	PressureM1Condense(Bar)	PressureM3Tank(Bar)	PressureFPSafety(Bar)	Still (mbar)	Forepump (mbar)	Dewar (mbar)	Input Water Temp	Output Water Temp	Helium Temp	Oil Temp	Motor Current	4K Head X55749 t(s)	4K Head X55749 T(K)	4K Head X55749 R(Ohm)	4K Plate X55750 t(s)	4K Plate X55750 T(K)	4K Plate X55750 R(Ohm)	Still t(s)	Still T(K)	Still R(Ohm)	100mK Plate t(s)	100mK Plate T(K)	100mK Plate R(Ohm)	M/C X55751 t(s)	M/C X55751 T(K)	M/C X55751 R(Ohm)	M/C RuO2 t(s)	M/C RuO2 T(K)	M/C RuO2 R(Ohm)	Mag Top X48230 t(s)	Mag Top X48230 T(K)	Mag Top X48230 R(Ohm)	Mag Bottom X52698 t(s)	Mag Bottom X52698 T(K)	Mag Bottom X52698 R(Ohm)	70K Head PT100 t(s)	70K Head PT100 T(K)	70K Head PT100 R(Ohm)	70K Plate PT100 t(s)	70K Plate PT100 T(K)	70K Plate PT100 R(Ohm)	chan[10] t(s)	chan[10] T(K)	chan[10] R(Ohm)	chan[11] t(s)	chan[11] T(K)	chan[11] R(Ohm)	chan[12] t(s)	chan[12] T(K)	chan[12] R(Ohm)	chan[13] t(s)	chan[13] T(K)	chan[13] R(Ohm)	chan[14] t(s)	chan[14] T(K)	chan[14] R(Ohm)	chan[15] t(s)	chan[15] T(K)	chan[15] R(Ohm)	Still heater (W)	chamber heater (W)	
1361468661	0.717795342875454	0.707199316385388	0.0398449659718619	0.0004	0.23	0.019	10.7	10.7	19.7	15.4	0	1361468601	295.709386083432	68.338	1361468616	295.822987794387	57.297	1361468630	232.769521611646	2205.02	1361468645	181.168582170419	2208.07	1361468659	295.881918303812	58.8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361468721	0.712912381359294	0.707199316385388	0.0402356028931547	0.00044	0.24	0.019	10.7	10.9	19.7	15.4	0	1361468601	295.709386083432	68.338	1361468616	295.822987794387	57.297	1361468630	232.769521611646	2205.02	1361468645	181.168582170419	2208.07	1361468659	295.881918303812	58.8739	1361468673	186.91728696082	2207.73	1361468688	295.488399018626	89.633	0	0	0	1361468702	297.068366718987	109.389	1361468716	295.428559946447	108.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361468781	0.717795342875454	0.708371227149266	0.0398449659718619	0.00056	0.24	0.019	10.8	10.9	19.7	15.3	0	1361468728	295.681897983339	68.344	1361468742	295.554817515597	57.34	1361468757	228.706533386547	2205.26	1361468771	176.604064795842	2208.34	1361468659	295.881918303812	58.8739	1361468673	186.91728696082	2207.73	1361468688	295.488399018626	89.633	0	0	0	1361468702	297.068366718987	109.389	1361468716	295.428559946447	108.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361468841	0.717795342875454	0.707199316385388	0.0398449659718619	0.00074	0.25	0.019	10.7	10.7	19.8	15.4	0	1361468728	295.681897983339	68.344	1361468742	295.554817515597	57.34	1361468757	228.706533386547	2205.26	1361468771	176.604064795842	2208.34	1361468785	295.857347320754	58.878	1361468800	240.050148254169	2204.59	1361468814	295.264241479236	89.693	0	0	0	1361468828	297.058084144047	109.385	1361468716	295.428559946447	108.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361468901	0.717795342875454	0.707199316385388	0.0398449659718619	0.001	0.25	0.019	10.7	10.9	19.8	15.4	0	1361468854	295.681897983339	68.344	1361468868	295.816745519496	57.298	1361468883	270.373140671101	2202.8	1361468897	217.535595333746	2205.92	1361468785	295.857347320754	58.878	1361468800	240.050148254169	2204.59	1361468814	295.264241479236	89.693	0	0	0	1361468828	297.058084144047	109.385	1361468843	295.408001497156	108.743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361468961	2.7912228766747	0.672432630390332	0.0398449659718619	0.0014	0.25	0.019	10.8	10.7	21.1	15.6	27	1361468854	295.681897983339	68.344	1361468868	295.816745519496	57.298	1361468883	270.373140671101	2202.8	1361468897	217.535595333746	2205.92	1361468911	295.892706906149	58.8721	1361468925	237.848878818416	2204.72	1361468940	295.499615946802	89.63	0	0	0	1361468954	297.068366718987	109.389	1361468843	295.408001497156	108.743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469021	3.04757835627308	0.6849330118717	0.0402356028931547	0.0021	0.26	0.019	10.7	25.3	45.7	22	25	1361468980	294.928142904678	68.509	1361468994	295.685721103387	57.319	1361469009	272.830551214979	2201.3	1361468897	217.535595333746	2205.92	1361468911	295.892706906149	58.8721	1361468925	237.848878818416	2204.72	1361468940	295.499615946802	89.63	0	0	0	1361468954	297.068366718987	109.389	1361468968	295.41314110156	108.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469081	3.05246131778924	0.684542374950407	0.0394543290505692	0.0032	0.26	0.019	10.7	27.1	50.6	27.7	24	1361468980	294.928142904678	68.509	1361468994	295.685721103387	57.319	1361469009	272.830551214979	2201.3	1361469023	220.9203750876	2205.72	1361469037	295.892706906149	58.8721	1361469051	183.197435719101	2207.95	1361469066	295.480921545787	89.635	0	0	0	1361469080	266.46433374192	97.444	1361468968	295.41314110156	108.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469141	3.05246131778924	0.684542374950407	0.0398449659718619	0.0049	0.26	0.019	10.7	28	52.4	29.7	24	1361469106	279.603876529377	72.073	1361469120	295.113131131101	57.411	1361469134	272.830551214979	2199.6	1361469023	220.9203750876	2205.72	1361469037	295.892706906149	58.8721	1361469051	183.197435719101	2207.95	1361469066	295.480921545787	89.635	0	0	0	1361469080	266.46433374192	97.444	1361469095	294.48552829672	108.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469201	3.03781243324076	0.686495559556871	0.0394543290505692	0.0078	0.26	0.019	10.8	28.5	53.8	30.1	24	1361469106	279.603876529377	72.073	1361469120	295.113131131101	57.411	1361469134	272.830551214979	2199.6	1361469149	242.251547497966	2204.46	1361469163	295.881318961018	58.874	1361469177	215.504874781427	2206.04	1361469192	295.406167898448	89.655	0	0	0	1361469080	266.46433374192	97.444	1361469095	294.48552829672	108.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469261	3.05001983703116	0.684542374950407	0.0394543290505692	0.013	0.26	0.018	10.8	28.9	55	30.1	25	1361469232	267.87362606342	75.099	1361469246	293.636369960609	57.65	1361469260	261.22282758343	2203.34	1361469149	242.251547497966	2204.46	1361469163	295.881318961018	58.874	1361469177	215.504874781427	2206.04	1361469192	295.406167898448	89.655	0	0	0	1361469206	245.793296670031	89.323	1361469220	292.76951823336	107.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469321	3.0573442793054	0.684542374950407	0.0390636921292764	0.02	0.27	0.013	10.9	29	56	29.8	24	1361469232	267.87362606342	75.099	1361469246	293.636369960609	57.65	1361469260	261.22282758343	2203.34	1361469275	243.945019872151	2204.36	1361469289	295.82798756875	58.8829	1361469303	164.941722037028	2209.03	1361469317	295.484660234281	89.634	0	0	0	1361469206	245.793296670031	89.323	1361469220	292.76951823336	107.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469381	3.05001983703116	0.684542374950407	0.0390636921292764	0.035	0.26	0.0056	11	29.4	56.8	29.8	24	1361469358	259.356833762221	77.48	1361469372	292.174891697752	57.889	1361469260	261.22282758343	2203.34	1361469275	243.945019872151	2204.36	1361469289	295.82798756875	58.8829	1361469303	164.941722037028	2209.03	1361469317	295.484660234281	89.634	0	0	0	1361469332	230.785983281104	83.395	1361469346	290.704943667031	106.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469441	3.04757835627308	0.6849330118717	0.0386730552079836	0.056	0.26	0.0029	10.9	29.5	57.2	29.9	24	1361469358	259.356833762221	77.48	1361469372	292.174891697752	57.889	1361469386	211.61296913107	2206.27	1361469400	266.98387430554	2203	1361469415	295.748327366793	58.8962	1361469429	220.243394584728	2205.76	1361469317	295.484660234281	89.634	0	0	0	1361469332	230.785983281104	83.395	1361469346	290.704943667031	106.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469501	3.04757835627308	0.6849330118717	0.0386730552079836	0.084	0.26	0.0017	10.9	29.7	57.2	30.3	25	1361469483	252.739662299042	79.448	1361469498	290.873017366456	58.104	1361469386	211.61296913107	2206.27	1361469400	266.98387430554	2203	1361469415	295.748327366793	58.8962	1361469429	220.243394584728	2205.76	1361469443	295.55197302139	89.616	0	0	0	1361469458	219.434753355235	78.891	1361469472	288.387215683683	106.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469561	3.04757835627308	0.684542374950407	0.0386730552079836	0.12	0.25	0.0011	10.9	29.6	57.3	30.6	24	1361469483	252.739662299042	79.448	1361469498	290.873017366456	58.104	1361469512	244.453076565076	2204.33	1361469526	246.316010264459	2204.22	1361469540	295.653153051669	58.9121	1361469555	189.961077337889	2207.55	1361469443	295.55197302139	89.616	0	0	0	1361469458	219.434753355235	78.891	1361469472	288.387215683683	106.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469621	3.02560502945036	0.684542374950407	0.0386730552079836	0.15	0.24	0.00075	10.9	29.7	57.1	30.9	23	1361469609	247.388939347604	81.121	1361469498	290.873017366456	58.104	1361469512	244.453076565076	2204.33	1361469526	246.316010264459	2204.22	1361469540	295.653153051669	58.9121	1361469555	189.961077337889	2207.55	1361469569	295.630543887548	89.595	0	0	0	1361469583	210.553809846182	75.354	1361469598	286.003956904581	105.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469681	3.0329294717246	0.684542374950407	0.0382824182866909	0.18	0.24	0.00058	11	29.8	56.9	31.4	24	1361469609	247.388939347604	81.121	1361469623	289.219302282683	58.38	1361469638	232.261623899915	2205.05	1361469652	181.168582170419	2208.07	1361469666	295.58914079359	58.9228	1361469555	189.961077337889	2207.55	1361469569	295.630543887548	89.595	0	0	0	1361469583	210.553809846182	75.354	1361469598	286.003956904581	105.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469741	3.0207220679342	0.684151738029115	0.0390636921292764	0.2	0.23	0.00059	11	29.8	56.8	31.8	24	1361469735	242.895817883401	82.586	1361469623	289.219302282683	58.38	1361469638	232.261623899915	2205.05	1361469652	181.168582170419	2208.07	1361469666	295.58914079359	58.9228	1361469681	216.858676208837	2205.96	1361469695	295.439802297352	89.646	0	0	0	1361469709	203.840153678157	72.672	1361469724	283.54760850616	104.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469801	3.03537095248268	0.684151738029115	0.0382824182866909	0.2	0.24	0.00061	11.2	30	56.9	32.2	24	1361469735	242.895817883401	82.586	1361469749	287.602604453386	58.653	1361469764	255.293266834964	2203.69	1361469778	206.198818754511	2206.59	1361469792	295.392498573817	58.9557	1361469681	216.858676208837	2205.96	1361469695	295.439802297352	89.646	0	0	0	1361469709	203.840153678157	72.672	1361469724	283.54760850616	104.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469861	3.02560502945036	0.684542374950407	0.0382824182866909	0.2	0.24	0.00065	11.2	30.1	57.1	32.4	24	1361469735	242.895817883401	82.586	1361469749	287.602604453386	58.653	1361469764	255.293266834964	2203.69	1361469778	206.198818754511	2206.59	1361469792	295.392498573817	58.9557	1361469806	233.954643145439	2204.95	1361469821	295.271707846588	89.691	0	0	0	1361469835	198.05746759531	70.356	1361469849	281.072121979815	103.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469921	3.0329294717246	0.684542374950407	0.0382824182866909	0.2	0.24	0.0007	11.2	30.1	57.2	32.5	23	1361469861	239.000543820578	83.903	1361469875	286.039412546023	58.92	1361469889	226.844478224277	2205.37	1361469904	217.197134236985	2205.94	1361469918	295.29577167161	58.9719	1361469806	233.954643145439	2204.95	1361469821	295.271707846588	89.691	0	0	0	1361469835	198.05746759531	70.356	1361469849	281.072121979815	103.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361469981	3.0329294717246	0.684542374950407	0.0382824182866909	0.2	0.24	0.0006	11.2	30.2	57.6	32.6	24	1361469861	239.000543820578	83.903	1361469875	286.039412546023	58.92	1361469889	226.844478224277	2205.37	1361469904	217.197134236985	2205.94	1361469918	295.29577167161	58.9719	1361469932	226.336661117145	2205.4	1361469947	295.406167898448	89.655	0	0	0	1361469961	193.418592533237	68.494	1361469975	278.590364999832	102.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470041	3.01339762565996	0.6849330118717	0.0378917813653981	0.21	0.24	0.00054	11.1	30.3	57.6	32.7	24	1361469987	235.476198121924	85.134	1361470001	284.154419914548	59.246	1361470015	186.91728696082	2207.73	1361470029	234.293256208455	2204.93	1361469918	295.29577167161	58.9719	1361469932	226.336661117145	2205.4	1361469947	295.406167898448	89.655	0	0	0	1361469961	193.418592533237	68.494	1361469975	278.590364999832	102.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470101	3.01339762565996	0.684542374950407	0.0378917813653981	0.21	0.24	0.00049	11.1	30.2	57.7	32.7	24	1361469987	235.476198121924	85.134	1361470001	284.154419914548	59.246	1361470015	186.91728696082	2207.73	1361470029	234.293256208455	2204.93	1361470044	294.946432550522	59.0305	1361470061	253.260491373133	2203.81	1361470075	295.297843144794	89.684	0	0	0	1361470090	189.395206343646	66.876	1361469975	278.590364999832	102.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470161	3.01828058717612	0.684151738029115	0.0378917813653981	0.21	0.25	0.00045	11.3	30.3	57.7	32.7	23	1361470115	232.097151339446	86.351	1361470130	282.748870589524	59.492	1361470144	272.830551214979	2198.76	1361470158	188.270052045079	2207.65	1361470044	294.946432550522	59.0305	1361470061	253.260491373133	2203.81	1361470075	295.297843144794	89.684	0	0	0	1361470090	189.395206343646	66.876	1361470104	276.11261774159	101.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470221	3.02560502945036	0.684542374950407	0.0371105075228126	0.21	0.25	0.00043	11	30.3	57.8	32.8	24	1361470115	232.097151339446	86.351	1361470130	282.748870589524	59.492	1361470144	272.830551214979	2198.76	1361470158	188.270052045079	2207.65	1361470173	294.754840563692	59.0627	1361470187	197.40249877091	2207.11	1361470201	294.980802651631	89.769	0	0	0	1361470216	185.986705873738	65.503	1361470104	276.11261774159	101.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470281	3.02316354869228	0.684151738029115	0.0371105075228126	0.22	0.25	0.0004	11.2	30.2	57.8	32.7	24	1361470241	228.99312344859	87.502	1361470256	281.070882581041	59.789	1361470270	272.830551214979	2200.88	1361470158	188.270052045079	2207.65	1361470173	294.754840563692	59.0627	1361470187	197.40249877091	2207.11	1361470201	294.980802651631	89.769	0	0	0	1361470216	185.986705873738	65.503	1361470230	273.746317183353	100.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470341	3.02560502945036	0.684542374950407	0.0378917813653981	0.22	0.25	0.00039	11.2	30.5	57.9	32.7	23	1361470241	228.99312344859	87.502	1361470256	281.070882581041	59.789	1361470270	272.830551214979	2200.88	1361470284	268.678469024643	2202.9	1361470298	294.470311005981	59.1106	1361470313	166.800692002821	2208.92	1361470327	295.029246526676	89.756	0	0	0	1361470216	185.986705873738	65.503	1361470230	273.746317183353	100.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470401	3.00607318338572	0.684151738029115	0.0371105075228126	0.22	0.25	0.00037	11.2	30.4	58	32.8	24	1361470367	226.059705065211	88.62	1361470381	279.463179128693	60.077	1361470396	272.830551214979	2199.25	1361470284	268.678469024643	2202.9	1361470298	294.470311005981	59.1106	1361470313	166.800692002821	2208.92	1361470327	295.029246526676	89.756	0	0	0	1361470341	183.019441578015	64.306	1361470356	271.44529282849	99.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470461	3.0085146641438	0.684151738029115	0.0371105075228126	0.22	0.26	0.00036	11.4	30.6	58	32.8	24	1361470367	226.059705065211	88.62	1361470381	279.463179128693	60.077	1361470396	272.830551214979	2199.25	1361470410	216.350994920203	2205.99	1361470424	294.146086610907	59.1653	1361470439	272.91529239491	2202.65	1361470453	295.032973646113	89.755	0	0	0	1361470341	183.019441578015	64.306	1361470356	271.44529282849	99.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470521	3.0207220679342	0.684542374950407	0.0371105075228126	0.22	0.26	0.00035	11.5	30.5	58.1	33	24	1361470493	223.238605917134	89.724	1361470507	278.066353800478	60.33	1361470396	272.830551214979	2199.25	1361470410	216.350994920203	2205.99	1361470424	294.146086610907	59.1653	1361470439	272.91529239491	2202.65	1361470453	295.032973646113	89.755	0	0	0	1361470467	180.400140986086	63.248	1361470482	269.163479103836	98.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470581	3.02316354869228	0.684542374950407	0.0367198706015198	0.23	0.26	0.00034	11.5	30.6	58.1	32.9	24	1361470493	223.238605917134	89.724	1361470507	278.066353800478	60.33	1361470522	247.670929530996	2204.14	1361470536	192.497758911107	2207.4	1361470550	293.839734878713	59.2171	1361470564	260.714542613123	2203.37	1361470579	294.869070563334	89.799	0	0	0	1361470467	180.400140986086	63.248	1361470482	269.163479103836	98.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470641	3.0085146641438	0.684542374950407	0.0367198706015198	0.23	0.26	0.00033	11.4	30.6	58.1	33	24	1361470619	220.526416787888	90.813	1361470633	276.179081303755	60.676	1361470522	247.670929530996	2204.14	1361470536	192.497758911107	2207.4	1361470550	293.839734878713	59.2171	1361470564	260.714542613123	2203.37	1361470579	294.869070563334	89.799	0	0	0	1361470593	177.996595009215	62.276	1361470607	266.918740363127	97.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470701	3.0207220679342	0.684542374950407	0.0367198706015198	0.23	0.26	0.00032	11.2	30.6	58.2	32.9	24	1361470619	220.526416787888	90.813	1361470633	276.179081303755	60.676	1361470647	272.91529239491	2202.65	1361470662	199.43223480952	2206.99	1361470676	293.393226394802	59.2928	1361470690	224.982515935717	2205.48	1361470579	294.869070563334	89.799	0	0	0	1361470593	177.996595009215	62.276	1361470607	266.918740363127	97.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470761	3.01828058717612	0.684542374950407	0.0363292336802271	0.23	0.27	0.00032	11.2	30.6	58.2	32.9	24	1361470745	218.042362406917	91.835	1361470759	274.633408537435	60.963	1361470647	272.91529239491	2202.65	1361470662	199.43223480952	2206.99	1361470676	293.393226394802	59.2928	1361470690	224.982515935717	2205.48	1361470704	294.746264229823	89.832	0	0	0	1361470719	175.785889485182	61.381	1361470733	264.774826036572	96.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470821	3.0085146641438	0.684542374950407	0.0363292336802271	0.23	0.27	0.00031	11.2	30.6	58.2	32.8	24	1361470745	218.042362406917	91.835	1361470759	274.633408537435	60.963	1361470773	247.840297897092	2204.13	1361470787	192.666877144855	2207.39	1361470802	292.924645451669	59.3725	1361470816	222.443626107199	2205.63	1361470704	294.746264229823	89.832	0	0	0	1361470719	175.785889485182	61.381	1361470733	264.774826036572	96.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470881	3.00363170262764	0.684542374950407	0.0363292336802271	0.24	0.27	0.00031	11.2	30.5	58.3	32.9	24	1361470870	215.580200315355	92.872	1361470759	274.633408537435	60.963	1361470773	247.840297897092	2204.13	1361470787	192.666877144855	2207.39	1361470802	292.924645451669	59.3725	1361470816	222.443626107199	2205.63	1361470830	294.474969394742	89.905	0	0	0	1361470845	173.762510493377	60.561	1361470859	262.65508390002	95.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361470941	3.0085146641438	0.684542374950407	0.0363292336802271	0.24	0.27	0.00031	11.2	30.5	58.2	32.8	23	1361470870	215.580200315355	92.872	1361470885	272.983608664334	61.273	1361470899	206.367999068681	2206.58	1361470913	272.830551214979	2201.09	1361470928	292.547152124065	59.4369	1361470816	222.443626107199	2205.63	1361470830	294.474969394742	89.905	0	0	0	1361470845	173.762510493377	60.561	1361470859	262.65508390002	95.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471001	3.00119022186956	0.6849330118717	0.0359385967589343	0.24	0.27	0.00031	11.2	30.5	58.3	33	23	1361470996	213.303158145677	93.853	1361470885	272.983608664334	61.273	1361470899	206.367999068681	2206.58	1361470913	272.830551214979	2201.09	1361470928	292.547152124065	59.4369	1361470942	219.058708244772	2205.83	1361470956	294.371045225722	89.933	0	0	0	1361470971	171.911146316298	59.81	1361470985	260.582432425086	95.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471061	3.00363170262764	0.684542374950407	0.0359385967589343	0.24	0.28	0.0003	11.2	30.5	58.3	32.8	24	1361470996	213.303158145677	93.853	1361471011	271.505527738071	61.554	1361471025	206.706361997212	2206.56	1361471039	241.235500946795	2204.52	1361471053	292.107045711331	59.5122	1361470942	219.058708244772	2205.83	1361470956	294.371045225722	89.933	0	0	0	1361470971	171.911146316298	59.81	1361470985	260.582432425086	95.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471121	2.98898281807916	0.684542374950407	0.0359385967589343	0.24	0.28	0.0003	11.2	30.5	58.4	32.8	24	1361470996	213.303158145677	93.853	1361471011	271.505527738071	61.554	1361471025	206.706361997212	2206.56	1361471039	241.235500946795	2204.52	1361471053	292.107045711331	59.5122	1361471068	228.537251806521	2205.27	1361471082	294.204179728967	89.978	0	0	0	1361471096	170.118097395447	59.082	1361471111	258.579737399081	94.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471181	3.0085146641438	0.684151738029115	0.0359385967589343	0.25	0.28	0.0003	11.2	30.5	58.2	32.8	24	1361471122	211.070561637699	94.836	1361471136	269.718120520493	61.898	1361471151	237.848878818416	2204.72	1361471165	219.904908937034	2205.78	1361471179	291.517141167663	59.6135	1361471068	228.537251806521	2205.27	1361471082	294.204179728967	89.978	0	0	0	1361471096	170.118097395447	59.082	1361471111	258.579737399081	94.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471241	3.00363170262764	0.684151738029115	0.0359385967589343	0.25	0.28	0.0003	11.2	30.5	58.4	32.9	24	1361471122	211.070561637699	94.836	1361471136	269.718120520493	61.898	1361471151	237.848878818416	2204.72	1361471165	219.904908937034	2205.78	1361471179	291.517141167663	59.6135	1361471194	204.168714785121	2206.71	1361471208	294.004193739229	90.032	0	0	0	1361471222	168.461938808795	58.409	1361471236	256.65963021433	93.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471301	3.00363170262764	0.684542374950407	0.0355479598376415	0.25	0.28	0.0003	11.1	30.5	58.3	32.7	24	1361471248	209.024089597911	95.756	1361471262	268.382985086749	62.158	1361471276	226.50593271867	2205.39	1361471291	238.35685255223	2204.69	1361471179	291.517141167663	59.6135	1361471194	204.168714785121	2206.71	1361471208	294.004193739229	90.032	0	0	0	1361471222	168.461938808795	58.409	1361471236	256.65963021433	93.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471361	2.98409985656301	0.684542374950407	0.0359385967589343	0.25	0.29	0.00029	11	30.5	58.3	32.8	24	1361471248	209.024089597911	95.756	1361471262	268.382985086749	62.158	1361471276	226.50593271867	2205.39	1361471291	238.35685255223	2204.69	1361471305	290.926810910633	59.7153	1361471319	257.156741584725	2203.58	1361471334	293.77122427617	90.095	0	0	0	1361471348	166.883353988079	57.767	1361471236	256.65963021433	93.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471421	2.9963072603534	0.684542374950407	0.0359385967589343	0.26	0.29	0.00029	11.2	30.6	58.3	32.9	23	1361471374	206.931565316984	96.716	1361471388	266.722746975084	62.485	1361471402	203.999544437542	2206.72	1361471417	221.76661798062	2205.67	1361471305	290.926810910633	59.7153	1361471319	257.156741584725	2203.58	1361471334	293.77122427617	90.095	0	0	0	1361471348	166.883353988079	57.767	1361471362	254.732935856485	92.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471481	3.00119022186956	0.684151738029115	0.0355479598376415	0.26	0.29	0.00029	11.2	30.5	58.3	32.7	23	1361471374	206.931565316984	96.716	1361471388	266.722746975084	62.485	1361471402	203.999544437542	2206.72	1361471417	221.76661798062	2205.67	1361471431	290.453676834001	59.7972	1361471445	216.350994920203	2205.99	1361471459	293.439058157745	90.185	0	0	0	1361471474	165.387081305024	57.158	1361471362	254.732935856485	92.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471541	2.98898281807916	0.684542374950407	0.0351573229163488	0.26	0.29	0.00029	11.1	30.5	58.3	32.8	24	1361471500	205.044384069564	97.599	1361471514	265.12309106955	62.804	1361471528	268.000621906127	2202.94	1361471417	221.76661798062	2205.67	1361471431	290.453676834001	59.7972	1361471445	216.350994920203	2205.99	1361471459	293.439058157745	90.185	0	0	0	1361471474	165.387081305024	57.158	1361471488	252.893775614336	92.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471601	2.99874874111148	0.684542374950407	0.0351573229163488	0.26	0.3	0.00029	11.2	30.5	58.3	32.8	24	1361471500	205.044384069564	97.599	1361471514	265.12309106955	62.804	1361471528	268.000621906127	2202.94	1361471542	231.415143069107	2205.1	1361471557	289.785698905184	59.9133	1361471571	223.628419872684	2205.56	1361471585	293.313770893444	90.219	0	0	0	1361471600	163.943492470963	56.57	1361471488	252.893775614336	92.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471661	2.98654133732109	0.684542374950407	0.0351573229163488	0.26	0.3	0.00028	11.2	30.6	58.4	32.8	24	1361471625	203.237790549591	98.46	1361471639	263.660994690453	63.099	1361471654	227.013752128398	2205.36	1361471542	231.415143069107	2205.1	1361471557	289.785698905184	59.9133	1361471571	223.628419872684	2205.56	1361471585	293.313770893444	90.219	0	0	0	1361471600	163.943492470963	56.57	1361471614	251.058145669115	91.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1361471721	2.99874874111148	0.684151738029115	0.0351573229163488	0.27	0.3	0.00028	11.1	30.6	58.5	32.7	23	1361471625	203.237790549591	98.46	1361471639	263.660994690453	63.099	1361471654	227.013752128398	2205.36	1361471668	221.428118521434	2205.69	1361471682	289.19460941651	60.0165	1361471700	232.600221606616	2205.03	1361471714	293.151795014452	90.263	0	0	0	1361471600	163.943492470963	56.57	1361471614	251.058145669115	91.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
